Name,Description,Deadline,Application_url,Eligibility
Japan-U.S. Friendship Commission - Institutional Grants,"The Japan-U.S. Friendship Commission (JUSFC/The Commission) is a grant-making agency that supports research, education, public affairs and exchange with Japan. Its mission is to support reciprocal people-to-people understanding, and promote partnerships that advance common interests between Japan and the United States. The Commission also serves to maintain expertise on Japan Studies throughout U.S. academic and professional institutions. It generally does not operate its own programs. It supports academic and non-profit organizations that conceptualize and execute U.S.-Japan training, research and exchange programs.

JUSFC operates its grant-making activities in four areas: Arts and Culture; Education and Public Affairs; Exchanges and Scholarship; and Global Challenges.",,http://www.jusfc.gov/grant_program/how-to-apply-for-a-grant/,0
Arca Foundation Grant - Project Support Requests,"What we support
The Arca Foundation supports organizations and projects that work to advance economic and racial justice, an inclusive democracy, peace and security, human rights, and a clean environment.

We support strategic initiatives that work to engage diverse, impacted communities in organization that puts people on the front lines of social change; educate the public about policies that advance the greater good; promote transparency and access to information; and strive for structural, game-changing reforms.

THE FOUNDATION ACCEPTS THREE TYPES OF GRANT APPLICATIONS:

1. General Support Requests
Requests for general organizational support.

2. Project Support Requests
Requests for a specific project housed within an organization.
3. Fiscally Sponsored Project Requests
Requests by organizations that do not have their own 501(c)3 status but have secured a 501(c)3 organization as a fiscal sponsor or requests by organizations who intend to make a sub-grant in support of a particular organization or project.

Our Focus Areas
Arca's long-term aim is to advance a sustainable planet where there is respect for human dignity and there is economic, democratic and social equity. We believe that achieving this aim will require structural reforms that restructure the economy and democracy to serve the many, not few.

LEARN MORE ABOUT US
http://www.arcafoundation.org/about-us/",,https://www.arcafoundation.org/for-grant-applicants/application-process/,0
Arca Foundation Grant - Fiscally Sponsored Project Requests,"What we support
The Arca Foundation supports organizations and projects that work to advance economic and racial justice, an inclusive democracy, peace and security, human rights, and a clean environment.

We support strategic initiatives that work to engage diverse, impacted communities in organization that puts people on the front lines of social change; educate the public about policies that advance the greater good; promote transparency and access to information; and strive for structural, game-changing reforms.

THE FOUNDATION ACCEPTS THREE TYPES OF GRANT APPLICATIONS:

1. General Support Requests
Requests for general organizational support.

2. Project Support Requests
Requests for a specific project housed within an organization.
3. Fiscally Sponsored Project Requests
Requests by organizations that do not have their own 501(c)3 status but have secured a 501(c)3 organization as a fiscal sponsor or requests by organizations who intend to make a sub-grant in support of a particular organization or project.

Our Focus Areas
Arca's long-term aim is to advance a sustainable planet where there is respect for human dignity and there is economic, democratic and social equity. We believe that achieving this aim will require structural reforms that restructure the economy and democracy to serve the many, not few.

LEARN MORE ABOUT US
http://www.arcafoundation.org/about-us/",,https://www.arcafoundation.org/for-grant-applicants/application-process/,0
Shubert Foundation Grants - Arts Related Organizations,"General Requirements

Shubert Foundation grants are awarded exclusively to US organizations, which must have current 501(c)(3) tax-exempt status and must submit current audited financial statements in order to be eligible for funding. For the 2020-21 Application Cycle, organizations with a fiscal year that ends January through August will need to submit their Fiscal 2020 audit; organizations with a fiscal year that ends September through December will need to submit their Fiscal 2019 audit.

The Foundation provides grants only to organizations that have an established artistic and administrative track record, as well as a history of fiscal responsibility. To review a list of recently funded organizations, please see below. 

The Foundation does not make grants to individuals, nor does it provide funds for project support, audience development, direct subsidy of reduced-price admissions, conduit organizations (agencies that disburse funds to individuals or other organizations), media (film, TV, radio, and digital), renovation projects, loans, or capital or endowment campaigns.

Funding Criteria

Criteria range from the general to those specific to each applicant; they include: 

Impact of the organization and its programs

Other significant contributions to the field

Administrative strength

Ability to generate both earned and contributed income

Fiscal stability",,https://www.shubertfoundation.org/arts-related,0
John Randolph and Dora Haynes Foundation - Archival grants,"THE FOUNDATION
Established in 1926 by a prominent, reform-minded physician and his suffragist wife, the John Randolph Haynes and Dora Haynes Foundation is a leading supporter of social science research for Los Angeles. It is also the oldest private foundation in the city.

Each year, the Foundation spends up to $3 million in distributing grants and scholarships to various public and private institutions, most of them local. These funds, in turn, are used to encourage study and research into the underlying causes of social problems in Los Angeles and to recommend ways of addressing them.

Over the years, the Foundation has funded hundreds of important urban studies in the areas of education, transportation, local government, elections, public safety, demographics, public personal services and natural resources. In doing so, the Foundation has remained true to its founder's philosophy of promoting ""the social betterment of mankind.""

A limited number of grants in support of archival and cataloging projects are available for libraries and other institutions that preserve historic Los Angeles materials.",,http://haynesfoundation.org/howtoapply/index.asp,1
West Bancorporation Foundation Grants,"The West Bancorporation Foundation, Inc. (the ""Foundation"") is the charitable foundation affiliate of West Bancorporation, Inc. West Bancorporation is the parent of West Bank which is actively involved in the greater Des Moines, Iowa City/Coralville and Minnesota areas where we do business and where our employees are leaders in helping our communities and citizens grow and prosper.

Listed below are the charitable contribution guidelines for the Foundation in Central Iowa, Eastern Iowa and Minnesota. Our giving priority is to support programs whose primary purpose is to benefit low- and moderate- income individuals.

The Foundation focuses contributions to:

Human Service
Education
Arts & Culture
Grants are generally not made to the following types of organizations or activities:

Athletes or Athletic Organizations
Conference or Seminar Attendance
Courtesy or Goodwill Advertising in Benefit Publications
Endowments or Memorials
Fellowships
Festival Participation
Fraternal Organizations (Police, Fire Associations)
Hospital or Health Care Facility Capital Fund Drives
Individual K-12 Schools
Individuals
Organizations/Associations redistributing funds to independent tax-exempt groups (with exceptions of United Way and independent college funds)
Organizations, Projects or Programs outside the US or mainly International
Political Parties, Campaigns or Candidates, Partisan Political Organizations
Private Foundations
Sectarian, Religious and Denominational Organizations
Social Organizations
Tax Supported City, County or State Organizations
Trade, Industry and/or Professional Associations
United Way Organizations seeking funds for United Way-funded Programs
Veterans Groups",,https://www.westbankstrong.com/about_us/west_bancorporation_foundation,0
Booth Ferris Foundation - K-12 Education Grant,"Eligibility:
Organizations must be classified by the Internal Revenue Service as public charities and tax-exempt under section 501 (c)(3) of the Internal Revenue Code of 1986.

Geographic Focus:
In the area of the arts, K-12 education and strengthening the nonprofit sector, the Foundation focuses on projects in New York City. With respect to the field of higher education, the Foundation will consider proposals from organizations in the Northeast US.

Restrictions:
Maintain an annual budget over $1 million. A minimum of three years must elapse between grant awards. No grants are made to individuals, private foundations or for loans. Grants are not made to organizations whose primary work is conducted outside of the US, to individuals, to federated campaigns, or to work with specific diseases or disabilities. Proposals from educational institutions for scholarships, fellowships and for unrestricted endowment are discouraged, as are proposals for individual research efforts at such institutions. Proposals from social services and cultural institutions from outside the metropolitan New York area will not be considered.",,http://fdnweb.org/boothferris/application/,0
Booth Ferris Foundation - Arts and Culture,"The Foundation supports:
The Foundation supports arts and culture organizations, including parks and gardens, located in New York City and working directly to enhance the vibrancy and cultural richness of New York City. Arts and culture organizations eligible to apply include performing, presenting, arts education, intermediary, advocacy, public policy and capacity-building organizations. Support is available for capacity building or capital projects. The Foundation does not provide general operating support or support for ongoing programs or activities.

Grants may be single-year or multi-year commitments, and typically range from $75,000 - $150,000 per year.

Priority organizations will meet the following criteria:
- Demonstrate standards of artistic excellence
- Engage significant numbers and reach a diverse audience and constituency base
- Maintain an annual budget of over $1 million for the last complete fiscal year
- Demonstrate a proven record of success in achieving measurable outcomes
- Maintain a strong track record of fiscal health, including sound financial planning and robust funding from diverse sources

The following requests will receive priority:
- Requests for capacity building efforts or capital projects (see guidelines below) directly linked to long-term strategic planning
- For capacity building, requests that lay out a plan for sustainability beyond the funding period
- Requests that come at a period of transformative organizational growth or at a critical juncture in the organization's life cycle
- Requests that lay out clear benchmarks for success and a plan for measuring project outcomes

Support is available for an organization's own capacity building or for its capacity building activities on behalf of a group or network of nonprofits.

Guidelines for capacity building support:
The Foundation supports capacity building activities that build nonprofit infrastructure and sustainability, enabling organizations to achieve greater performance and impact. The Foundation supports activities to strengthen leadership and adaptive capacities, as well as management and technical capacities. Strong proposals will clearly articulate intended goals and a process for measuring capacity building outcomes. Examples of capacity building activities supported by the Foundation include:
- Adaptive Capacity- Strategic planning, organizational assessment, needs assessment, strategic plan implementation, program evaluation, collaborations and mergers
- Leadership Capacity- Board development, professional leadership development and succession planning
- Management and Technical Capacity- Human resources management, financial management, fundraising, marketing/communications and technology

Guidelines for capital support:
Capital campaigns and major capital improvement projects must have already met at least 50% of their fundraising goals in order to apply for support. Priority will be given to smaller-scale projects and discrete capital requests.",,http://fdnweb.org/boothferris/application/,0
Gates Family Foundation - Arts and Culture,"To be eligible for a capital grant from the Gates Family Foundation, applicants must:

- Be classified by the Internal Revenue Service as tax-exempt under section 501(c)(3) of the Internal Revenue Code (the ""Code""), classified as a public charity under section 509(a)(1) or 509(a)(2) of the Code, and be able to provide documentation of tax-exempt status issued within the last five years. In limited circumstances, the Foundation also considers grant requests from governmental entities.
- Provide services benefiting the state of Colorado and its citizens.
- Have commitments for approximately 30% of the funds needed to complete the project in place prior to submission, unless a waiver of this requirement has been granted.

When making funding decisions, we prioritize:

- Projects that address root problems with substantive solutions
- Projects with strong evidence of support from the community and the organization's board
- Projects in rural communities that face greater challenges in accessing funds for capital projects
- Projects that reinforce the foundation's strategic priorities in K-12 public education, natural resources, and community development
- Projects that incorporate green building and sustainable development practices
- Organizations with sound management practices, effective executive leaders, and engaged board members

Although the Gates Family Foundation reviews each proposal separately, it generally does not:

- Grant funds for general operating or program expenses unless initiated by the Foundation.
- Provide loans, grants, scholarships, or camperships to individuals.
- Grant funds for projects that have been substantially completed prior to the next trustees' meeting.
- Grant funds for conferences, meetings, or studies that are not initiated by the Foundation.
- Consider more than one proposal from an organization in a calendar year unless initiated by the Foundation, and does not reconsider previously denied proposals.
- Grant funds to other private foundations or organizations engaged in grant making.
- Grant funds to retire operating or construction debt.
- Grant funds for the purchase of vehicles.
- Grant funds to purchase office or computer equipment unless they are part of a comprehensive capital campaign.
- Grant funds directly to individual public schools or public school districts unless initiated by the Foundation.
- Grant funds for medical research or grant funds for the construction of major medical facilities.
- Purchase tickets for fundraising dinners, parties, benefits, balls, or other social fundraising events.
- Support religious organizations or activities.
- Schedule interviews with the Foundation trustees unless the trustees initiate the meeting.
- Grant funds for political or lobbying activities.
- Grant funds to supporting organizations described in section 509(a)(3), other than a Type I, Type II or functionally-integrated Type III supporting organization of which is not (and the supported organization of which is not) directly or indirectly controlled by a disqualified person of either the Foundation or a family fund.
- Grant funds to foreign organizations.",,http://www.gatesfamilyfoundation.org/how-to-apply,0
The Glenn Foundation Grant,"Carrie E. and Lena V. Glenn

Carrie E. Glenn
1884 - 1977

""We did without many things that we might have had, but it has given us a lot of satisfaction to know that we could and did take care of ourselves without asking anyone for help. Our sole purpose in making this Foundation was to try to have any money that we might leave go where it is needed most and will do the most good.""
- Carrie and Lena Glenn
March 28, 1973

Lena V. Glenn
1886 - 1984

About The Glenn Foundation
Born in the 1880's, Carrie Eugenia Glenn and Lena Viola Glenn were two of ten children who grew up on a farm in the Crowders Creek section of Gaston County, North Carolina.  The family valued education, hard work, and self-reliance, producing a college professor, a prominent Gastonia surgeon, a prominent Lincolnton businessman, three teachers, a librarian, and a business school graduate who became E. F. Hutton's personal secretary. 

Miss Carrie Glenn received an associate of arts degree from the State Normal and Industrial College for Women [The Normal] in Greensboro, North Carolina in 1906 (today's University of North Carolina at Greensboro), a bachelor's degree in education from George Peabody College of Education at Vanderbilt University, Nashville, Tennessee in 1916, and a master's degree in education from George Peabody in 1929.  She served as elementary supervisor for Gaston County rural schools for 15 years and retired as a third grade teacher in the Gaston County Schools. 

Miss Lena Glenn received a diploma in pedagogy from The Normal in 1908 and earned a master's of library science degree from what is now Emory University in 1920.  She did not work for many years until she became employed with the Gaston County Public Library, retiring as the first cataloguer. 

The sisters were Presbyterians.  They never married and lived frugally with the goal of being able to care for themselves in their later years.  In 1961, they moved from Gastonia to The Presbyterian Home of High Point, a retirement community in High Point, North Carolina, where they lived until their deaths. 

On August 30, 1971, the sisters established The Carrie E. and Lena V. Glenn Foundation as an indentured trust with an initial contribution of $25,000. At their deaths, their combined estates of almost $2.9 million were added to the trust. On July 1, 2005, the Foundation changed its legal structure from a trust to a nonprofit corporation.  Since 1972, the Glenn Foundation has granted $8.779 million to 255 unduplicated organizations for 975 different programs and services. Foundation assets today are approximately $6.87 million.",,http://www.theglennfoundation.org/apply.html,0
Therapeutic Area Contributions - Infectious Diseases,"We at Janssen are entrusted with one of the most important jobs in the world. We aspire to transform lives by bringing life-saving and life-changing solutions to people who need them. We're committed to providing safe and effective medicines as well as the services and support that contribute to healthy outcomes. This calls for the best science, the most creative minds and an openness to collaborate with researchers, governments and patient organizations at every stage - from early discovery to market access and patient education.

As a leading pharmaceutical company in the United States, we focus our innovation on some of the most devastating diseases and the most complex medical challenges of our time, across six therapeutic areas:

- Cardiovascular & Metabolism
- Immunology
- Infectious Diseases & Vaccines
- Neuroscience
- Oncology
- Pulmonary Hypertension
Headquartered in Titusville, New Jersey, Janssen is named after Dr. Paul Janssen, a leading pharmaceutical researcher, pharmacologist and general practitioner. His company, Janssen Pharmaceutica, joined the Johnson & Johnson family of companies in 1961. Our company has grown over the years to serve the changing needs of our patients and the healthcare industry, yet we're still guided by Dr. Janssen's values of excellence and innovation.",,https://www.janssen.com/us/grants-and-giving/charitable-contributions,0
Therapeutic Area Contributions - Immunology & Oncology,"We at Janssen are entrusted with one of the most important jobs in the world. We aspire to transform lives by bringing life-saving and life-changing solutions to people who need them. We're committed to providing safe and effective medicines as well as the services and support that contribute to healthy outcomes. This calls for the best science, the most creative minds and an openness to collaborate with researchers, governments and patient organizations at every stage - from early discovery to market access and patient education.

As a leading pharmaceutical company in the United States, we focus our innovation on some of the most devastating diseases and the most complex medical challenges of our time, across six therapeutic areas:

- Cardiovascular & Metabolism
- Immunology
- Infectious Diseases & Vaccines
- Neuroscience
- Oncology
- Pulmonary Hypertension
Headquartered in Titusville, New Jersey, Janssen is named after Dr. Paul Janssen, a leading pharmaceutical researcher, pharmacologist and general practitioner. His company, Janssen Pharmaceutica, joined the Johnson & Johnson family of companies in 1961. Our company has grown over the years to serve the changing needs of our patients and the healthcare industry, yet we're still guided by Dr. Janssen's values of excellence and innovation.

Immunology Supported Disease States:

- Ankylosing Spondylitis
- Crohn's Disease
- Plaque Psoriasis
- Psoriatic Arthritis
- Rheumatoid Arthritis
- Ulcerative Colitis

Oncology Supported Disease States:

- Chronic Lymphocytic Leukemia
- Lung Cancer
- Mantle Cell Lymphoma
- Multiple Myeloma
- Prostate Cancer
- Urothelial/Bladder Cancer
- Waldenstro m's Macroglobulinemia",,http://www.janssen.com/us/grants-and-giving/charitable-contributions,0
"Therapeutic Area Contributions - Cardiovascular, Metabolism, Neuroscience - Requests from regional non-profits","We at Janssen are entrusted with one of the most important jobs in the world. We aspire to transform lives by bringing life-saving and life-changing solutions to people who need them. We're committed to providing safe and effective medicines as well as the services and support that contribute to healthy outcomes. This calls for the best science, the most creative minds and an openness to collaborate with researchers, governments and patient organizations at every stage - from early discovery to market access and patient education.

As a leading pharmaceutical company in the United States, we focus our innovation on some of the most devastating diseases and the most complex medical challenges of our time, across six therapeutic areas:

- Cardiovascular & Metabolism
- Immunology
- Infectious Diseases & Vaccines
- Neuroscience
- Oncology
- Pulmonary Hypertension
Headquartered in Titusville, New Jersey, Janssen is named after Dr. Paul Janssen, a leading pharmaceutical researcher, pharmacologist and general practitioner. His company, Janssen Pharmaceutica, joined the Johnson & Johnson family of companies in 1961. Our company has grown over the years to serve the changing needs of our patients and the healthcare industry, yet we're still guided by Dr. Janssen's values of excellence and innovation.",,https://www.janssen.com/us/grants-and-giving/charitable-contributions,0
History of Art Grant,"The History of Art program supports scholarly projects that will enhance the appreciation and understanding of European art and architecture. Grants are awarded to projects that create and disseminate specialized knowledge, including archival projects, development and dissemination of scholarly databases, documentation projects, museum exhibitions and publications, photographic campaigns, scholarly catalogues and publications, and technical and scientific studies.

Grants are also awarded for activities that permit art historians to share their expertise through international exchanges, professional meetings, conferences, symposia, consultations, the presentation of research, and other professional events.",,http://www.kressfoundation.org/uploadedFiles/grants/Grants_History_Art_2018.pdf,0
Conservation Grants Program,"The Conservation program supports the professional practice of art conservation, especially as it relates to European art of the pre-modern era. Grants are awarded to projects that create and disseminate specialized knowledge, including archival projects, development and dissemination of scholarly databases, documentation projects, exhibitions and publications focusing on art conservation, scholarly publications, and technical and scientific studies.  Grants are also awarded for activities that permit conservators and conservation scientists to share their expertise with both professional colleagues and a broad audience through international exchanges, professional meetings, conferences, symposia, consultations, the presentation of research, exhibitions that include a prominent focus on materials and techniques, and other professional events.

Support for conservation treatments is generally limited to works from the distributed Kress Collection, and is coordinated through the Kress Program in Paintings Conservation at the Conservation Center of the New York University Institute of Fine Arts.",,http://www.kressfoundation.org/uploadedFiles/grants/Grants_Conservation_2018.pdf,0
Subaru of America Foundation - Career Exploration,"Overview and Impact
The Subaru of America Foundation was established in 1984 with the goal of supporting the communities where we live and work. Today, we are proud to say that we have not stopped pursuing this goal and have awarded over $9 million through grants, scholarships and matching employee gifts to various programs. With a focus on children and young adults, we believe that together we can help build the next generation of leaders.

Over the last year, the Subaru of America Foundation has awarded over $1.2 million to more than 80 organizations around the nation. With a focus on education, work readiness and employment training, we pride ourselves in investing in organizations that are making visible differences in the communities they serve. This focus on corporate responsibility is an integral part of our Love Promise.

Volunteerism
Subaru believes in giving everyone the opportunity to live a healthy, happy life and are privileged to give back to our communities. In 2018, Subaru participated in 165 volunteer events, totaling more than 7,400 hours with 120 organizations.

Grants
The Subaru of America Foundation aims to support the work of organizations that are empowering the growth and development of children and young adults through career exploration with relevance to job readiness and job skills training.",,https://www.subaru.com/about-subaru/subaru-foundation,0
Subaru of America Foundation - Employment Skills Training,"Overview and Impact
The Subaru of America Foundation was established in 1984 with the goal of supporting the communities where we live and work. Today, we are proud to say that we have not stopped pursuing this goal and have awarded over $9 million through grants, scholarships and matching employee gifts to various programs. With a focus on children and young adults, we believe that together we can help build the next generation of leaders.

Over the last year, the Subaru of America Foundation has awarded over $1.2 million to more than 80 organizations around the nation. With a focus on education, work readiness and employment training, we pride ourselves in investing in organizations that are making visible differences in the communities they serve. This focus on corporate responsibility is an integral part of our Love Promise.

Volunteerism
Subaru believes in giving everyone the opportunity to live a healthy, happy life and are privileged to give back to our communities. In 2018, Subaru participated in 165 volunteer events, totaling more than 7,400 hours with 120 organizations.

Grants
The Subaru of America Foundation aims to support the work of organizations that are empowering the growth and development of children and young adults through career exploration with relevance to job readiness and job skills training.",,https://www.subaru.com/about-subaru/subaru-foundation,0
Sooch Foundation,"Sooch Foundation 
The Sooch Foundation seeks to make a positive and permanent change in the lives of economically disadvantaged people in Austin and India. In Austin, Sooch Foundation will support educational activities and social services that facilitate educational activities. In India, Sooch Foundation will support programs that lift people out of poverty.
www.soochfoundation.org/",,http://www.soochfoundation.org/,0
Texas Instruments Foundation - Dallas,"Texas Instruments Foundation - Dallas 
Applications for the Texas Instruments Foundation grants are currently accepted online. Unsolicited charitable funding is reserved for 501(c)(3) non–profits, primarily in the Dallas area, that support or promote any of our giving initiatives. TI and the TI Foundation focus giving in key areas important to our company and our communities: 1. Education. Increase the number of U.S. high school graduates who are math– and science–capable with...
www.ti.com/corp/docs/csr/community/...",,http://www.ti.com/corp/docs/csr/community/giving/foundation.shtml,0
The Sundt Foundation,"The Sundt Foundation 
The Sundt Foundation is focused on the needs of disadvantaged children and adults. To date, the Foundation has provided more than $2.5 million in aid to community organizations in Arizona, California and Texas.
www.sundt.com/sundt-foundation",,http://www.sundt.com/sundt-foundation,1
Thelma Braun & Bocklett Family Foundation,"Thelma Braun & Bocklett Family Foundation 
The Thelma Braun & Bocklett Family Foundation was established in 1980 to support and promote quality education, cultural, human services, and health care programming for underserved populations. Special consideration is given to charitable organizations that serve the people of Grayson County, Texas, especially in the area of arts and education. Areas of funding interest include Arts, Culture, & Humanities; Education; Health; Human Services.
www.bankofamerica.com/philanthropic...",,http://www.bankofamerica.com/philanthropic/foundation.action?fnId=85,1
Topfer Family Foundation,"Topfer Family Foundation 
The mission of the Topfer Family Foundation (TFF) is to fund programs and organizations that connect people to the tools and resources they need to build self–sufficient and fulfilling lives. Programs eligible for TFF funding will adhere to the guidelines listed below and address one or more of the following program areas: Child Abuse Prevention and Treatment, Youth Enrichment, Job Training and Support Services, Children's Health, Aging In Place...
www.topferfoundation.org",,http://www.topferfoundation.org/,0
"Toyota U.S.A Foundation - AL, CA, IN, KY, MI, NY, TX, WV","Toyota U.S.A Foundation - AL, CA, IN, KY, MI, NY, TX, WV 
Education is the focus of the Toyota U.S.A Foundation. In addition to funding national programs, Toyota supports the social well–being of communities where it has major operations (Alabama, California, Indiana, Kentucky, Michigan, New York, Texas and West Virginia). This includes assistance for Arts & Culture and Civic & Community Development, Health & Human Services.
www.toyota.com/about/philanthropy/e...",,http://www.toyota.com/about/philanthropy/education/toyota_usa/,1
Trull Foundation,"Trull Foundation 
Established to share Godâ€™s bounty in Texas and beyond, The Trull Foundation strives to help children and families, those affected by substance abuse, the Palacios Texas area, and the coastal Texas environment.
www.trullfoundation.org/",,http://www.trullfoundation.org/,0
"Union Bank Foundation  - CA, OR, WA, TX","Union Bank Foundation - CA, OR, WA, TX 
The Union Bank Foundation, a nonprofit public benefit corporation, serves as an agent for charitable contributions made by Union Bank. Established in 1953, the Foundation has, throughout its history, supported the bank's commitment to help meet the needs of the communities it serves. We believe that the Union Bank Foundation can achieve the greatest impact on the health of communities by targeting the following strategic funding categories: Affordable...
www.unionbank.com/company_informati...",,http://www.unionbank.com/company_information/company_information/corporate_social_responsibility/charitable_contributions/foundation_grants/index.jsp,1
"Visteon Corporation - AL, MI, MS, MO, OH, OR, PA, TN, TX","Visteon Corporation - AL, MI, MS, MO, OH, OR, PA, TN, TX 
The Visteon Corporation supports the belief that a cohesive society is an essential foundation for business success, and that companies thrive with healthier, better–educated and more productive people. We believe that making corporate contributions is the best way to show employees and neighbors that we care about them, their families and their future. Visteon's contributions are concentrated in two focus areas, youth and the environment. Viste...
www.visteon.com/company/csr/communi...",,http://www.visteon.com/company/csr/community.html,0
W.P. & Bulah Luse Foundation,"W.P. & Bulah Luse Foundation 
The W.P. & Bulah Luse Foundation was established in 1947. Mr. Luse, a self–made wildcatter in the early Texas oilfields, and his wife Bulah created this foundation to support and promote quality education, human services, and health care programming for underserved populations. Special consideration is given to charitable organizations that serve the people of Dallas, Texas, and its surrounding communities. The Foundation has biannual deadlines o...
www.bankofamerica.com/philanthropic...",,http://www.bankofamerica.com/philanthropic/foundation.action?fnId=80,0
Sooch Foundation,"Sooch Foundation 
The Sooch Foundation seeks to make a positive and permanent change in the lives of economically disadvantaged people in Austin and India. In Austin, Sooch Foundation will support educational activities and social services that facilitate educational activities. In India, Sooch Foundation will support programs that lift people out of poverty.
www.soochfoundation.org/",,http://www.soochfoundation.org/,0
Texas Instruments Foundation - Dallas,"Texas Instruments Foundation - Dallas 
Applications for the Texas Instruments Foundation grants are currently accepted online. Unsolicited charitable funding is reserved for 501(c)(3) non–profits, primarily in the Dallas area, that support or promote any of our giving initiatives. TI and the TI Foundation focus giving in key areas important to our company and our communities: 1. Education. Increase the number of U.S. high school graduates who are math– and science–capable with...
www.ti.com/corp/docs/csr/community/...",,http://www.ti.com/corp/docs/csr/community/giving/foundation.shtml,0
The Sundt Foundation,"The Sundt Foundation 
The Sundt Foundation is focused on the needs of disadvantaged children and adults. To date, the Foundation has provided more than $2.5 million in aid to community organizations in Arizona, California and Texas.
www.sundt.com/sundt-foundation",,http://www.sundt.com/sundt-foundation,1
Thelma Braun & Bocklett Family Foundation,"Thelma Braun & Bocklett Family Foundation 
The Thelma Braun & Bocklett Family Foundation was established in 1980 to support and promote quality education, cultural, human services, and health care programming for underserved populations. Special consideration is given to charitable organizations that serve the people of Grayson County, Texas, especially in the area of arts and education. Areas of funding interest include Arts, Culture, & Humanities; Education; Health; Human Services.
www.bankofamerica.com/philanthropic...",,http://www.bankofamerica.com/philanthropic/foundation.action?fnId=85,1
Topfer Family Foundation,"Topfer Family Foundation 
The mission of the Topfer Family Foundation (TFF) is to fund programs and organizations that connect people to the tools and resources they need to build self–sufficient and fulfilling lives. Programs eligible for TFF funding will adhere to the guidelines listed below and address one or more of the following program areas: Child Abuse Prevention and Treatment, Youth Enrichment, Job Training and Support Services, Children's Health, Aging In Place...
www.topferfoundation.org",,http://www.topferfoundation.org/,0
"Toyota U.S.A Foundation - AL, CA, IN, KY, MI, NY, TX, WV","Toyota U.S.A Foundation - AL, CA, IN, KY, MI, NY, TX, WV 
Education is the focus of the Toyota U.S.A Foundation. In addition to funding national programs, Toyota supports the social well–being of communities where it has major operations (Alabama, California, Indiana, Kentucky, Michigan, New York, Texas and West Virginia). This includes assistance for Arts & Culture and Civic & Community Development, Health & Human Services.
www.toyota.com/about/philanthropy/e...",,http://www.toyota.com/about/philanthropy/education/toyota_usa/,1
Trull Foundation,"Trull Foundation 
Established to share Godâ€™s bounty in Texas and beyond, The Trull Foundation strives to help children and families, those affected by substance abuse, the Palacios Texas area, and the coastal Texas environment.
www.trullfoundation.org/",,http://www.trullfoundation.org/,0
"Union Bank Foundation  - CA, OR, WA, TX","Union Bank Foundation - CA, OR, WA, TX 
The Union Bank Foundation, a nonprofit public benefit corporation, serves as an agent for charitable contributions made by Union Bank. Established in 1953, the Foundation has, throughout its history, supported the bank's commitment to help meet the needs of the communities it serves. We believe that the Union Bank Foundation can achieve the greatest impact on the health of communities by targeting the following strategic funding categories: Affordable...
www.unionbank.com/company_informati...",,http://www.unionbank.com/company_information/company_information/corporate_social_responsibility/charitable_contributions/foundation_grants/index.jsp,1
"Visteon Corporation - AL, MI, MS, MO, OH, OR, PA, TN, TX","Visteon Corporation - AL, MI, MS, MO, OH, OR, PA, TN, TX 
The Visteon Corporation supports the belief that a cohesive society is an essential foundation for business success, and that companies thrive with healthier, better–educated and more productive people. We believe that making corporate contributions is the best way to show employees and neighbors that we care about them, their families and their future. Visteon's contributions are concentrated in two focus areas, youth and the environment. Viste...
www.visteon.com/company/csr/communi...",,http://www.visteon.com/company/csr/community.html,0
W.P. & Bulah Luse Foundation,"W.P. & Bulah Luse Foundation 
The W.P. & Bulah Luse Foundation was established in 1947. Mr. Luse, a self–made wildcatter in the early Texas oilfields, and his wife Bulah created this foundation to support and promote quality education, human services, and health care programming for underserved populations. Special consideration is given to charitable organizations that serve the people of Dallas, Texas, and its surrounding communities. The Foundation has biannual deadlines o...
www.bankofamerica.com/philanthropic...",,http://www.bankofamerica.com/philanthropic/foundation.action?fnId=80,0
A&J Family Foundation - North Central Texas,"A&J Family Foundation - North Central Texas 
The A&J Family Foundation seeks improved health outcomes in our community through the growth of value–added, Integral Medicine–based healthcare services for medically underserved individuals and families in North Central Texas.
foundationcenter.org/grantmaker/ajf...",,http://foundationcenter.org/grantmaker/ajfamily/,1
Albert and Ethel Herzstein Charitable Foundation,"Albert and Ethel Herzstein Charitable Foundation 
The Herzstein Foundation by means of its grant program continues the work of Albert and Ethel Herzstein leaving their ""footprints"" by supporting charitable efforts that offer individuals opportunities for advancement through education, enrichment of the human spirit, and contribute to the quality of life in our society. The Foundation seeks to fund organizations impacting the Greater Houston–Galveston area. The Foundation does fund grants outside of...
www.herzsteinfoundation.org/",,http://www.herzsteinfoundation.org/,0
Albert and Margaret Alkek Foundation,"Albert and Margaret Alkek Foundation 
The Albert and Margaret Alkek Foundation was established to provide support for charitable, religious, scientific, literary and educational organizations and programs serving the people of the State of Texas. The Foundation accepts grant requests throughout the year and has no deadlines for submitted requests.
www.alkek.org/",,http://www.alkek.org/,1
